roast_yield,green_usd_per_kg_roasted,implied_retail_usd_per_kg,implied_retail_usd_per_lb
0.8,4.871022727272727,16.922909829482236,7.676111905671834
0.82,4.752217294900222,16.510155931202185,7.488889664070083
0.84,4.639069264069264,16.117056980459274,7.310582767306509
0.86,4.531183932346723,15.742241701843941,7.14056921457845
0.88,4.428202479338843,15.384463481347488,6.978283550610758
