retail_usd_per_kg,retail_usd_per_lb,green_cost_share,theta,passthrough_rate
8.0,3.628743275485118,0.5798836580086579,0.28783600316694224,0.49636853736382536
10.0,4.535929094356398,0.4639069264069263,0.28783600316694224,0.6204606717047817
12.0,5.443114913227677,0.3865891053391053,0.28783600316694224,0.744552806045738
15.0,6.8038936415345965,0.30927128427128425,0.28783600316694224,0.9306910075571725
18.0,8.164672369841515,0.2577260702260702,0.28783600316694224,1.116829209068607
20.0,9.071858188712795,0.23195346320346316,0.28783600316694224,1.2409213434095634
25.0,11.339822735890994,0.18556277056277054,0.28783600316694224,1.5511516792619542
30.0,13.607787283069193,0.15463564213564213,0.28783600316694224,1.861382015114345
40.0,18.14371637742559,0.11597673160173158,0.28783600316694224,2.481842686819127
