lag,spec,var,coef,se_hac,t,p,n,r2
9,"… + Δlog cert robusta stocks (1993→, same sample)",d3_lag3,0.1996912431542691,0.05575383285346424,3.58165946508306,0.00034141863943185243,195,0.06895889318129222
9,"… + Δlog cert robusta stocks (1993→, same sample)",dlog_rob_stocks_12,-0.0008538384412800414,0.02615626126049172,-0.03264374953196158,0.9739586813244746,195,0.06895889318129222
9,"oni alone, 2010-08→ sample",oni,0.005928945883516483,0.01058821802392416,0.5599569134409571,0.5755088270316198,193,0.06865391196875759
9,"oni alone, 2010-08→ sample",d3_lag3,0.19318340095348244,0.070472952386086,2.741241773086607,0.0061207450808562405,193,0.06865391196875759
9,… + Δlog cert stocks rob & ara (2010-08→),oni,0.0019293706883372654,0.008845078666746508,0.21812928533816503,0.8273283803410632,178,0.12384469074042537
9,… + Δlog cert stocks rob & ara (2010-08→),d3_lag3,0.22115514175791273,0.06784861311883242,3.2595381333819446,0.0011159377774502379,178,0.12384469074042537
9,… + Δlog cert stocks rob & ara (2010-08→),dlog_rob_stocks_12,-0.0028828666525063285,0.025268652505999526,-0.11408865794572348,0.9091675131642984,178,0.12384469074042537
9,… + Δlog cert stocks rob & ara (2010-08→),dlog_ara_stocks_12,0.05090787286663445,0.019452894004051376,2.6169819696767007,0.008871102706395972,178,0.12384469074042537
9,ONI⁺ / ONI⁻ (asymmetry) + lagged Δ + month dummies,oni_pos,-0.0035331854818438525,0.012862235332465406,-0.27469451386305954,0.7835509463887513,794,0.029326773908125325
9,ONI⁺ / ONI⁻ (asymmetry) + lagged Δ + month dummies,oni_neg,-0.007273795644753675,0.012742352500823178,-0.5708361657930728,0.5681107049874274,794,0.029326773908125325
9,ONI⁺ / ONI⁻ (asymmetry) + lagged Δ + month dummies,d3_lag3,0.06470856680394291,0.06272192611842715,1.0316737831323088,0.3022249629653847,794,0.029326773908125325
11,oni + lagged Δ + month dummies,oni,-0.004314894411670608,0.00788056313191843,-0.5475363041245249,0.5840103359848727,794,0.028675538601388273
11,oni + lagged Δ + month dummies,d3_lag3,0.06500317501511384,0.06283661401449735,1.034479276685988,0.3009121599081943,794,0.028675538601388273
11,"… + Δlog cert robusta stocks (1993→, same sample)",oni,0.010934005353911098,0.014576587232946626,0.75010735909415,0.453190047673106,195,0.07483340545489303
11,"… + Δlog cert robusta stocks (1993→, same sample)",d3_lag3,0.19875203132444005,0.05513603607605592,3.60475735053345,0.000312444710324315,195,0.07483340545489303
11,"… + Δlog cert robusta stocks (1993→, same sample)",dlog_rob_stocks_12,-0.0012396275613162672,0.025994541916583458,-0.047687994090999365,0.9619649025449425,195,0.07483340545489303
11,"oni alone, 2010-08→ sample",oni,0.01080745184074268,0.014646458068723412,0.7378884225819287,0.4605822548462718,193,0.07522639142828602
11,"oni alone, 2010-08→ sample",d3_lag3,0.19055879597472614,0.0690933497513562,2.7579904095037127,0.005815790416100791,193,0.07522639142828602
