,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,pre_level,pre_trend
1982-05,0.0,0.04053906906922311,0.019295237243293073,-0.020314969742281974,-0.06540163538938337,-0.1046429407752747,-0.15878677954935672,-0.23256210869034177,-0.2416760584618789,-0.24058455389653588,-0.2512349692380287,-0.2548647372886075,-0.24474234520768778,-0.22576233320740524,-0.21867010489791294,-0.20812519172129829,-0.20234475388848594,-0.20729709483535785,-0.17168525403873414,-0.18690746234933897,-0.2056580116947142,-0.21361810566672101,-0.21145470706389613,-0.19600160668723543,-0.25992112440052306,0.2826991375601793,-0.015129353543854585
1986-09,0.0,-0.019648537173107883,-0.1005555420882196,-0.11088539158979671,-0.1135556201456751,-0.10746190313827508,-0.13945317270935131,-0.13700839890441419,-0.09210716044558875,-0.1264378045972805,-0.12238921607128095,-0.11933444607632371,-0.08980027310272565,-0.0550883653561014,-0.0091026972798538,0.011942817108421266,0.027909900154266865,0.09746499054658297,0.12471843338036148,0.15262722149743801,0.19296954010758505,0.23312883650827398,0.31186445913077776,0.2859001827986454,0.23086390213225982,0.3030791717038592,-0.14784910482711577
1991-06,0.0,-0.0268112574506576,-0.038739828315931035,-0.013810445273406025,-0.08121335087465908,-0.19861255357043284,-0.24308791201010305,-0.23111172096338795,-0.1625917745266312,-0.13644649442230872,-0.1707025931678272,-0.15757763691723792,-0.17576162588022193,-0.2388938614054421,-0.3287501905273027,-0.3742125646040604,-0.298632921838883,-0.29332490546496004,-0.21927726331638464,-0.24086789590875224,-0.27702142226746496,-0.3100549233035066,-0.37966641528652456,-0.34156871652769727,-0.34405213214398334,0.6062209059152966,0.036088478994310336
1994-10,0.0,0.0020721817119557784,0.08908355870158591,0.09909996739447369,0.056705173860124525,0.03304418095836503,0.011632965051173727,0.01863379051706815,0.009089754370602776,0.021673535231991004,-0.010254805028309555,-0.02079329744618441,-0.05291671188266989,-0.05058584432775959,-0.04150734853241467,0.03508270984695816,0.0733336066145105,0.11136045748195489,0.13366621499625264,0.17536578745786624,0.20317494927514446,0.28293991774400684,0.2890166550154154,0.2946595911851908,0.35790525665189854,0.22992862098146993,-0.11455395707509375
1997-05,0.0,-0.13630218461765065,-0.18077929862274278,-0.10778360900382111,-0.12466688329641062,-0.23691343704793333,-0.3080459373319666,-0.2858491419534346,-0.29422393268052804,-0.2916761606017291,-0.39684456635335685,-0.5265462987154601,-0.6318396800038206,-0.6377856042722296,-0.6295203902127291,-0.609533922489522,-0.7116456732721801,-0.7377620212791483,-0.6776236625406149,-0.7140777782407923,-0.7315941496631231,-0.7642975352198187,-0.691408978428079,-0.6648875340500204,-0.5599270984135343,0.8901169045389358,0.24633574061111307
2002-07,0.0,-0.008561132302033592,-0.050019088001172385,0.001095290361415202,-0.07904320734045278,-0.16723591937591298,-0.2193047750070436,-0.20138205953269672,-0.17924337243896904,-0.12905362791511354,-0.12041299699902908,-0.09739234600864854,-0.10741390446966825,-0.11844575520648082,-0.10829163646668416,-0.09879980577652869,-0.0826861986189531,-0.09178223311788258,-0.08734201015514742,0.03206572122823825,0.06786631123024645,0.04478214277189352,0.05617027146705489,0.03598120587685116,0.05131861052279074,0.7634147003479471,-0.11024701876959586
2004-08,0.0,0.08855339734144518,0.16318008654665306,0.24653048401236344,0.2735219325546838,0.29927442865709786,0.30252858056877585,0.23563738258018763,0.1673847178286847,0.055057110342127125,-0.06566148588219445,-0.13320075945900456,-0.03857679812781356,-0.01576548010920842,0.022668799812713303,-0.025225366736939314,-0.13935133373541042,-0.0986225379173078,-0.13242812264900028,-0.11985260576544121,-0.12312308289929064,-0.1681132107917893,-0.2355073324364252,-0.28351756877554113,-0.3523730209960947,0.7330023735330004,0.028758939318250576
2006-09,0.0,0.03204114783023382,0.11538395496887599,0.16240889361373956,0.10457650934561702,0.0825167912808853,0.0640218587649315,0.015464225697582101,-0.05203419632250306,-0.09910525077287602,-0.11443122125110339,-0.010027411715313406,-0.03424219730671929,0.0339152571585597,-0.004832594838208415,0.0572886083438684,-0.012111235949351595,-0.04507805431799117,-0.14875801424773805,-0.11782520217195991,-0.08757502190826294,-0.07984595410674356,-0.10664837379522485,-0.08891571204874982,-0.04413444718582227,0.47964224762671986,-0.18146160015322366
2009-07,0.0,0.04672096007443205,0.01901209093822409,0.06708826289886627,0.10947535941850095,0.14092144063653045,0.1437826729175633,0.16436930652595105,0.2199926813484696,0.181785507464582,0.21836672220477027,0.2296365174798538,0.1911533904327687,0.2629810678965834,0.3318604428014984,0.26014626191972035,0.2537630424696822,0.2945321300043453,0.28210079711905234,0.2916301862497699,0.2298192159365584,0.261239615085203,0.1926790449358542,0.16900047590151956,0.1871652417891232,0.657076485867799,0.10145955276632179
2014-10,0.0,-0.055557441974499966,-0.08675532782679163,-0.10357980333686267,-0.1697187598173615,-0.2100813814828486,-0.18773408279085135,-0.17379058227729516,-0.19584596470123117,-0.19178521031910023,-0.16148055557675356,-0.18457762092063845,-0.14713310716861194,-0.17223178509833836,-0.1379446811142051,-0.10379679368164307,-0.07302513501489027,-0.034841348044730935,-0.11337643053845792,-0.1517174035905553,-0.1080219770519868,-0.12695347704044568,-0.16364336893551368,-0.16856898697824096,-0.22100855422795362,0.7177252152618975,0.1047738333294701
