tier,arbitrage,transform,index,best_lag,r,spearman,n,n_eff,p_bartlett,q_bh,p_surrogate_lag,p_max_surrogate,ci_block_lo,ci_block_hi,sur_max_q95,n_lags_sig_bartlett_05,n_lags_sig_bh_10,best_pos_lag,r_best_pos_lag,p_bartlett_best_pos,q_bh_best_pos,q_bh_global
tier2,VN–BR physical premium B1,z,Niño 3.4,6,-0.8554270712802123,-0.7452724049327166,37,5.4,0.046183388270674364,0.49274817959986583,0.07,0.43,-0.9634516480619906,0.18120220632910752,0.927844503487515,2,0,6,-0.8554270712802123,0.046183388270674364,0.49274817959986583,0.08705688012320939
tier2,VN–BR physical premium B1,z,−SOI,22,0.7301805178688947,0.7236044488893588,37,6.4,0.085382276112419,0.38115875910493846,0.02,0.41,0.08624036292925756,0.7858825650623191,0.8800183834862143,1,0,22,0.7301805178688947,0.085382276112419,0.38115875910493846,0.09935911565599605
tier2,VN–BR physical premium B1,z,ONI⁺,7,-0.8825609217585652,-0.8121413927466823,37,5.6,0.025016215674443343,0.48818272559600295,0.01,0.31,-0.9767641269181606,-0.4803101244732127,0.9523730299963928,3,0,7,-0.8825609217585652,0.025016215674443343,0.48818272559600295,0.08692634676617392
tier2,VN–BR physical premium B1,z,ONI⁻,23,0.9082574581210862,0.8473787216012301,37,4.4,0.07309988089967967,0.4115147882737012,0.0,0.13,0.4712325428198088,0.9553494738398252,0.929545613597205,2,0,23,0.9082574581210862,0.07309988089967967,0.4115147882737012,0.09935911565599605
tier2,VN–BR FOB-basis B2,level,ONI,6,-0.8752218816579097,-0.7542830162554793,37,5.4,0.036009459656216825,0.6239491823318204,0.05,0.48,-0.9660481409906165,-0.0014221320752652626,0.9424608632542723,2,0,6,-0.8752218816579097,0.036009459656216825,0.6239491823318204,0.08692634676617392
tier2,VN–BR FOB-basis B2,level,Niño 3.4,6,-0.8551401810380672,-0.7452724049327166,37,5.4,0.046430336065711675,0.49275910748494384,0.07,0.43,-0.9632617702876402,0.18473780891747524,0.9279538896021231,2,0,6,-0.8551401810380672,0.046430336065711675,0.49275910748494384,0.08705688012320939
tier2,VN–BR FOB-basis B2,level,−SOI,22,0.7304959464470836,0.7236044488893588,37,6.4,0.0852526561180349,0.3796638631116106,0.02,0.42,0.08563609531132127,0.7859382252937036,0.8801819699016811,1,0,22,0.7304959464470836,0.0852526561180349,0.3796638631116106,0.09935911565599605
tier2,VN–BR FOB-basis B2,level,ONI⁺,7,-0.8823371142017881,-0.8121413927466823,37,5.6,0.025154545321293575,0.49058009907243605,0.01,0.31,-0.9767303553003084,-0.4819838103726693,0.9529197697822207,3,0,7,-0.8823371142017881,0.025154545321293575,0.49058009907243605,0.08692634676617392
tier2,VN–BR FOB-basis B2,level,ONI⁻,23,0.9087039505828572,0.8473787216012301,37,4.4,0.07278896360466214,0.40991052577978165,0.0,0.13,0.4731075400953246,0.9553755849773656,0.9299839827271144,2,0,23,0.9087039505828572,0.07278896360466214,0.40991052577978165,0.09935911565599605
tier2,VN–BR FOB-basis B2,diff1,ONI,13,0.4250869747914155,0.32119344761110646,35,18.3,0.07545455799715617,0.4554548659841298,0.04,0.78,0.1397409625888002,0.8537359229579897,0.6826951409112261,0,0,13,0.4250869747914155,0.07545455799715617,0.4554548659841298,0.09935911565599605
tier2,VN–BR FOB-basis B2,diff1,Niño 3.4,13,0.45318413578700956,0.355231828670635,35,18.4,0.05515122952995788,0.4945107116086962,0.01,0.68,0.23600302262753708,0.8379200870150202,0.6694565158392327,0,0,13,0.45318413578700956,0.05515122952995788,0.4945107116086962,0.0886948814780617
tier2,VN–BR FOB-basis B2,diff1,−SOI,14,0.5662483925567628,0.5229091010861482,35,23.0,0.004080785721072955,0.14282750023755342,0.0,0.14,0.5035092554433547,0.7810375495463444,0.6260953689462163,2,0,14,0.5662483925567628,0.004080785721072955,0.14282750023755342,0.07974550955700895
tier2,VN–BR FOB-basis B2,diff1,ONI⁺,13,0.4442852225445198,0.3052197005490151,35,18.0,0.06465892055122469,0.43187987576155706,0.04,0.78,0.07485683915854627,0.8301585360987124,0.6442164384419982,0,0,13,0.4442852225445198,0.06465892055122469,0.43187987576155706,0.09674220129833372
tier2,VN–BR FOB-basis B2,diff1,ONI⁻,17,0.45546795543431257,0.43071909159039684,35,20.2,0.04172275142326565,0.9154661163037151,0.02,0.74,0.06237053079886472,0.8043100632974971,0.6825559886888808,1,0,17,0.45546795543431257,0.04172275142326565,0.9154661163037151,0.08705688012320939
tier2,VN–BR FOB-basis B2,diff3,ONI,15,0.6974027407616514,0.6671250687970195,34,8.0,0.052893154961252575,0.34410804560941993,0.03,0.58,0.3251241209487612,0.8948652699142944,0.8112701296393847,0,0,15,0.6974027407616514,0.052893154961252575,0.34410804560941993,0.0886948814780617
tier2,VN–BR FOB-basis B2,diff3,Niño 3.4,15,0.699703009256004,0.6567848487442263,34,8.1,0.050207283733210595,0.3400377801379074,0.02,0.48,0.3256468716296281,0.9129213254083092,0.8320765551038168,2,0,15,0.699703009256004,0.050207283733210595,0.3400377801379074,0.0886948814780617
tier2,VN–BR FOB-basis B2,diff3,−SOI,16,0.6879349429136915,0.7176309721858607,34,12.3,0.010003090832084949,0.2831133315028753,0.0,0.18,0.4584828008004161,0.7851764670383509,0.7538989150231034,4,0,16,0.6879349429136915,0.010003090832084949,0.2831133315028753,0.07974550955700895
tier2,VN–BR FOB-basis B2,diff3,ONI⁺,14,0.6934482758366227,0.6360821749631739,34,8.0,0.05682638253577865,0.40368236198847895,0.05,0.6,0.2664245939952569,0.9227591904770228,0.8330166356281641,0,0,14,0.6934482758366227,0.05682638253577865,0.40368236198847895,0.0886948814780617
tier2,VN–BR FOB-basis B2,diff3,ONI⁻,18,0.7320443890698859,0.7694729294298429,34,8.6,0.02712268655463279,0.49604472444610825,0.01,0.43,0.24036159568866336,0.9037439055333593,0.8519906174794054,2,0,18,0.7320443890698859,0.02712268655463279,0.49604472444610825,0.08692634676617392
tier2,VN–BR FOB-basis B2,sa,ONI,6,-0.8934005556034375,-0.7897326581700328,37,5.3,0.029722357530877375,0.5398032540868298,0.05,0.43,-0.9595745975829472,-0.09777500384724852,0.9491732245805855,3,0,6,-0.8934005556034375,0.029722357530877375,0.5398032540868298,0.08692634676617392
tier2,VN–BR FOB-basis B2,sa,Niño 3.4,6,-0.8775444661871465,-0.7830932603532601,37,5.3,0.037426271386309606,0.4650638768260791,0.04,0.41,-0.9574166752604787,0.08313144178602673,0.9410172887565375,3,0,6,-0.8775444661871465,0.037426271386309606,0.4650638768260791,0.08692634676617392
tier2,VN–BR FOB-basis B2,sa,−SOI,22,0.7499442294741979,0.7377299294369039,37,6.3,0.07885426699439546,0.3272815641624629,0.02,0.35,0.1581633011934294,0.8202617214443902,0.881956871439173,1,0,22,0.7499442294741979,0.07885426699439546,0.3272815641624629,0.09935911565599605
tier2,VN–BR FOB-basis B2,sa,ONI⁺,6,-0.8876102059609177,-0.8550216316766915,37,5.4,0.029412356409131535,0.39995799581311464,0.02,0.35,-0.9545389526915428,-0.5229218529269736,0.9434902651567274,2,0,6,-0.8876102059609177,0.029412356409131535,0.39995799581311464,0.08692634676617392
tier2,VN–BR FOB-basis B2,sa,ONI⁻,24,0.911483533533597,0.8603620523714225,37,4.3,0.08296129708952371,0.4548491800856924,0.0,0.1,0.45392441558802277,0.9467762695214471,0.9387670085044053,0,0,24,0.911483533533597,0.08296129708952371,0.4548491800856924,0.09935911565599605
tier2,VN–BR FOB-basis B2,sa_diff1,ONI,14,0.4784821656839414,0.49457245026389623,35,19.6,0.033996959943057625,0.2723756344555074,0.02,0.61,0.14895610552118307,0.7552280635781663,0.5781572394191914,4,0,14,0.4784821656839414,0.033996959943057625,0.2723756344555074,0.08692634676617392
tier2,VN–BR FOB-basis B2,sa_diff1,Niño 3.4,14,0.49157362393115084,0.4791987720355845,35,19.6,0.02840490074675528,0.3018477498315928,0.0,0.49,0.200899289524345,0.7851974189700704,0.5933136468886161,3,0,14,0.49157362393115084,0.02840490074675528,0.3018477498315928,0.08692634676617392
tier2,VN–BR FOB-basis B2,sa_diff1,−SOI,14,0.5746580202870472,0.5750454290901689,35,24.3,0.0025387979690099094,0.08885792891534683,0.0,0.09,0.22023658558247136,0.6441854141216912,0.6101587256684696,2,1,14,0.5746580202870472,0.0025387979690099094,0.08885792891534683,0.07974550955700895
tier2,VN–BR FOB-basis B2,sa_diff1,ONI⁺,0,-0.4613162312897927,-0.4565437803577286,33,20.4,0.03737187674440312,0.3065595670193174,0.06,0.68,-0.7481644255720997,0.108113087525678,0.5812975755868154,4,0,0,-0.4613162312897927,0.03737187674440312,0.3065595670193174,0.08692634676617392
tier2,VN–BR FOB-basis B2,sa_diff1,ONI⁻,17,0.46109878348820865,0.4865285055092892,35,20.3,0.038128209989085615,0.5582888432094115,0.02,0.58,0.023735040362232434,0.7769702649438835,0.614433434720498,2,0,17,0.46109878348820865,0.038128209989085615,0.5582888432094115,0.08692634676617392
tier2,VN–BR FOB-basis B2,z,ONI,6,-0.8752218816579096,-0.7542830162554793,37,5.4,0.03600945965621705,0.6239491823318177,0.05,0.48,-0.9660481409906166,-0.0014221320752652992,0.9424608632542725,2,0,6,-0.8752218816579096,0.03600945965621705,0.6239491823318177,0.08692634676617392
tier2,VN–BR FOB-basis B2,z,Niño 3.4,6,-0.8551401810380672,-0.7452724049327166,37,5.4,0.046430336065711675,0.49275910748494334,0.07,0.43,-0.9632617702876398,0.18473780891747532,0.927953889602123,2,0,6,-0.8551401810380672,0.046430336065711675,0.49275910748494334,0.08705688012320939
tier2,VN–BR FOB-basis B2,z,−SOI,22,0.7304959464470834,0.7236044488893588,37,6.4,0.0852526561180349,0.37966386311160977,0.02,0.42,0.08563609531132128,0.7859382252937036,0.8801819699016812,1,0,22,0.7304959464470834,0.0852526561180349,0.37966386311160977,0.09935911565599605
tier2,VN–BR FOB-basis B2,z,ONI⁺,7,-0.8823371142017883,-0.8121413927466823,37,5.6,0.025154545321293575,0.4905800990724334,0.01,0.31,-0.9767303553003084,-0.48198381037266924,0.9529197697822206,3,0,7,-0.8823371142017883,0.025154545321293575,0.4905800990724334,0.08692634676617392
tier2,VN–BR FOB-basis B2,z,ONI⁻,23,0.908703950582857,0.8473787216012301,37,4.4,0.07278896360466236,0.40991052577978404,0.0,0.13,0.47310754009532463,0.9553755849773657,0.9299839827271141,2,0,23,0.908703950582857,0.07278896360466236,0.40991052577978404,0.09935911565599605
tier2,VN–BR net of exchange B3,level,ONI,4,-0.8528727736658278,-0.8584978498437483,37,7.3,0.008864369021684526,0.20851712983118453,0.01,0.1,-0.9436383779821811,-0.6253503126570891,0.8702235058160505,4,0,4,-0.8528727736658278,0.008864369021684526,0.20851712983118453,0.07974550955700895
tier2,VN–BR net of exchange B3,level,Niño 3.4,4,-0.860541201259528,-0.8590397215081382,37,7.4,0.006447867277488362,0.24501895654455774,0.01,0.02,-0.9596071538662918,-0.7069335079599695,0.8412706664393006,3,0,4,-0.860541201259528,0.006447867277488362,0.24501895654455774,0.07974550955700895
tier2,VN–BR net of exchange B3,level,−SOI,18,0.5809987397279345,0.5882295776423919,37,10.1,0.07782819802515539,0.5041668678032134,0.08,0.78,-0.10242347668419162,0.8110909664914986,0.7646390780733983,0,0,18,0.5809987397279345,0.07782819802515539,0.5041668678032134,0.09935911565599605
tier2,VN–BR net of exchange B3,level,ONI⁺,5,-0.8215860340818415,-0.7660617421604756,37,7.2,0.016738809152237577,0.3249897816044838,0.02,0.26,-0.9616935460466068,-0.0571951744602684,0.8744941729918476,3,0,5,-0.8215860340818415,0.016738809152237577,0.3249897816044838,0.08692634676617392
tier2,VN–BR net of exchange B3,level,ONI⁻,20,0.7872830911341234,0.7289979230293844,37,7.0,0.03386775093293748,0.2688738293615477,0.0,0.42,0.023483789225280525,0.9034437692298786,0.8796171432115707,5,0,20,0.7872830911341234,0.03386775093293748,0.2688738293615477,0.08692634676617392
tier2,VN–BR net of exchange B3,diff1,ONI,1,-0.32147609749351613,-0.30501222850011067,34,32.2,0.07160527269212169,0.6806643727311208,0.09,0.7,-0.5420070043518455,-0.040144131742902815,0.4794466842772864,0,0,1,-0.32147609749351613,0.07160527269212169,0.6806643727311208,0.09935911565599605
tier2,VN–BR net of exchange B3,diff1,Niño 3.4,0,-0.3931450737224616,-0.42684038205062613,35,26.8,0.04272716143810551,0.777985814203617,0.04,0.43,-0.5450613604600503,-0.214664313675381,0.5325584150079655,2,0,0,-0.3931450737224616,0.04272716143810551,0.777985814203617,0.08705688012320939
tier2,VN–BR net of exchange B3,diff1,−SOI,14,0.41010072153775806,0.44266693588319445,35,32.8,0.017330550004515777,0.6065692501580522,0.03,0.53,0.2837477713427931,0.5579417031968474,0.5297961541650241,2,0,14,0.41010072153775806,0.017330550004515777,0.6065692501580522,0.08692634676617392
tier2,VN–BR net of exchange B3,diff1,ONI⁺,11,0.343264195311504,0.21271975181402236,35,29.1,0.06742387694022245,0.6312607766575364,0.05,0.6,-0.028766703100761237,0.584994740826186,0.4972086893953676,0,0,11,0.343264195311504,0.06742387694022245,0.6312607766575364,0.09819011204886764
tier2,VN–BR net of exchange B3,diff1,ONI⁻,6,0.32392935033357667,0.2533280056496658,35,24.9,0.11606793672870541,0.8280495232286672,0.11,0.82,0.09844194108955748,0.650215809391348,0.51025067873228,0,0,6,0.32392935033357667,0.11606793672870541,0.8280495232286672,0.12896437414300602
tier2,VN–BR net of exchange B3,diff3,ONI,2,-0.5044534529135328,-0.5120721331181718,34,14.0,0.06505684249189625,0.7274008235468793,0.08,0.5,-0.7366920761028724,-0.07707038054602167,0.6823465242390041,0,0,2,-0.5044534529135328,0.06505684249189625,0.7274008235468793,0.09674220129833372
tier2,VN–BR net of exchange B3,diff3,Niño 3.4,1,-0.5353387527208413,-0.5775196911883315,34,13.3,0.055703677691655074,0.7769531736415716,0.04,0.49,-0.7321895979361744,-0.32133078593521447,0.7261935130584671,0,0,1,-0.5353387527208413,0.055703677691655074,0.7769531736415716,0.0886948814780617
tier2,VN–BR net of exchange B3,diff3,−SOI,16,0.43152302165572715,0.4417723997580053,34,20.0,0.05685039434607808,0.9724158745129616,0.04,0.72,0.037304242328952464,0.6688973514746446,0.6284363525885132,0,0,16,0.43152302165572715,0.05685039434607808,0.9724158745129616,0.0886948814780617
tier2,VN–BR net of exchange B3,diff3,ONI⁺,12,0.5038810599138644,0.31012068042492097,34,12.9,0.08116449011046978,0.7159656600592683,0.03,0.55,-0.02563286260046282,0.7949694919283331,0.6877904536667669,0,0,12,0.5038810599138644,0.08116449011046978,0.7159656600592683,0.09935911565599605
tier2,VN–BR net of exchange B3,diff3,ONI⁻,1,-0.425987941488441,-0.49929135097175337,33,9.6,0.2437314446335912,0.9333078433508658,0.17,0.87,-0.7223985885074733,-0.1868766762274658,0.7240915354132104,0,0,1,-0.425987941488441,0.2437314446335912,0.9333078433508658,0.2453672261411992
tier2,VN–BR net of exchange B3,sa,ONI,4,-0.91666849946212,-0.8643073229334242,37,6.2,0.005144140164203392,0.11346886125979383,0.0,0.01,-0.9721285334519395,-0.6533630967387687,0.9057254559089638,4,0,4,-0.91666849946212,0.005144140164203392,0.11346886125979383,0.07974550955700895
tier2,VN–BR net of exchange B3,sa,Niño 3.4,4,-0.916374064096641,-0.8786010731571641,37,6.3,0.004522807389942818,0.16662135515117904,0.0,0.01,-0.9748429776979958,-0.7543412329616446,0.8958748192599778,4,0,4,-0.916374064096641,0.004522807389942818,0.16662135515117904,0.07974550955700895
tier2,VN–BR net of exchange B3,sa,−SOI,22,0.5769352403140842,0.6557071810473782,37,7.9,0.14402372299296662,0.4137364055732597,0.08,0.82,-0.14829242015368882,0.6521377988863144,0.8079160355680728,2,0,22,0.5769352403140842,0.14402372299296662,0.4137364055732597,0.15213773555595067
tier2,VN–BR net of exchange B3,sa,ONI⁺,4,-0.8989391274286549,-0.8114947241243583,37,6.2,0.00840246618664331,0.19248356802396227,0.0,0.05,-0.961232778760524,-0.17346104212697894,0.8982705312602381,4,0,4,-0.8989391274286549,0.00840246618664331,0.19248356802396227,0.07974550955700895
tier2,VN–BR net of exchange B3,sa,ONI⁻,20,0.8031606192021229,0.7213320697003779,37,5.6,0.07431548938406096,0.4035151867056002,0.0,0.41,-0.24499648602927912,0.8635860373493676,0.8870810859120929,2,0,20,0.8031606192021229,0.07431548938406096,0.4035151867056002,0.09935911565599605
tier2,VN–BR net of exchange B3,sa_diff1,ONI,2,-0.38607343997968985,-0.2966802102225572,35,30.0,0.03451660700976755,0.425851815224714,0.02,0.56,-0.5315741473291761,0.2375543376385529,0.5272197676111702,1,0,2,-0.38607343997968985,0.03451660700976755,0.425851815224714,0.08692634676617392
tier2,VN–BR net of exchange B3,sa_diff1,Niño 3.4,1,-0.4339582001119712,-0.3129509069580239,35,27.4,0.021727582619779806,0.49021217335784373,0.02,0.41,-0.56105744170747,0.046199134517815134,0.5475799802053396,3,0,1,-0.4339582001119712,0.021727582619779806,0.49021217335784373,0.08692634676617392
tier2,VN–BR net of exchange B3,sa_diff1,−SOI,14,0.43493479132572255,0.47569129459194076,35,33.5,0.010101097877221132,0.35353842570273963,0.02,0.48,0.1952834803013592,0.6438315968349968,0.5688271988720693,2,0,14,0.43493479132572255,0.010101097877221132,0.35353842570273963,0.07974550955700895
tier2,VN–BR net of exchange B3,sa_diff1,ONI⁺,2,-0.39840067079211616,-0.27026857985435987,35,30.2,0.027919182730258507,0.4465726821785658,0.02,0.46,-0.5850701839197496,0.4195429817339027,0.5200418617822716,1,0,2,-0.39840067079211616,0.027919182730258507,0.4465726821785658,0.08692634676617392
tier2,VN–BR net of exchange B3,sa_diff1,ONI⁻,9,0.24890000841849805,0.20898980788284774,35,22.3,0.2636325040579117,0.9913672624931756,0.22,1.0,0.0344823102221315,0.43454717756182326,0.5248211505862539,0,0,9,0.24890000841849805,0.2636325040579117,0.9913672624931756,0.2636325040579117
tier2,VN–BR net of exchange B3,z,ONI,4,-0.8528727736658278,-0.8584978498437483,37,7.3,0.008864369021684526,0.20851712983118853,0.01,0.1,-0.9436383779821812,-0.625350312657089,0.8702235058160505,4,0,4,-0.8528727736658278,0.008864369021684526,0.20851712983118853,0.07974550955700895
tier2,VN–BR net of exchange B3,z,Niño 3.4,4,-0.8605412012595282,-0.8590397215081382,37,7.4,0.006447867277488362,0.24501895654455774,0.01,0.02,-0.9596071538662915,-0.7069335079599695,0.8412706664393007,3,0,4,-0.8605412012595282,0.006447867277488362,0.24501895654455774,0.07974550955700895
tier2,VN–BR net of exchange B3,z,−SOI,18,0.5809987397279345,0.5882295776423919,37,10.1,0.07782819802515539,0.5041668678032134,0.08,0.78,-0.1024234766841916,0.8110909664914985,0.7646390780733984,0,0,18,0.5809987397279345,0.07782819802515539,0.5041668678032134,0.09935911565599605
tier2,VN–BR net of exchange B3,z,ONI⁺,5,-0.8215860340818417,-0.7660617421604756,37,7.2,0.016738809152237577,0.3249897816044811,0.02,0.26,-0.9616935460466071,-0.057195174460268394,0.8744941729918476,3,0,5,-0.8215860340818417,0.016738809152237577,0.3249897816044811,0.08692634676617392
tier2,VN–BR net of exchange B3,z,ONI⁻,20,0.7872830911341234,0.7289979230293844,37,7.0,0.03386775093293748,0.2688738293615487,0.0,0.42,0.02348378922528049,0.9034437692298783,0.8796171432115708,5,0,20,0.7872830911341234,0.03386775093293748,0.2688738293615487,0.08692634676617392
