,oni,nino34,neg_soi,other_milds_usd_t,robustas_usd_t,ind_arb_log,ind_arb_usd,fut_kc_usd_t,fut_rc_usd_t,fut_arb_log,fut_arb_usd,vn_usd_t,br_usd_t,b1_log,b2_log,b3_log,b3_usd,regime
1955-12,,,-1.0,,,,,,,,,,,,,,,
1956-01,,,-1.3,,,,,,,,,,,,,,,
1956-02,,,-1.6,,,,,,,,,,,,,,,
1956-03,,,-1.3,,,,,,,,,,,,,,,
1956-04,,,-0.9,,,,,,,,,,,,,,,
1956-05,,,-1.4,,,,,,,,,,,,,,,
1956-06,,,-1.1,,,,,,,,,,,,,,,
1956-07,,,-1.1,,,,,,,,,,,,,,,
1956-08,,,-1.2,,,,,,,,,,,,,,,
1956-09,,,-0.1,,,,,,,,,,,,,,,
1956-10,,,-1.8,,,,,,,,,,,,,,,
1956-11,,,-0.2,,,,,,,,,,,,,,,
1956-12,,,-1.1,,,,,,,,,,,,,,,
1957-01,,,-0.6,,,,,,,,,,,,,,,
1957-02,,,0.1,,,,,,,,,,,,,,,
1957-03,,,-0.2,,,,,,,,,,,,,,,
1957-04,,,-0.2,,,,,,,,,,,,,,,
1957-05,,,0.7,,,,,,,,,,,,,,,
1957-06,,,-0.2,,,,,,,,,,,,,,,
1957-07,,,-0.2,,,,,,,,,,,,,,,
1957-08,,,0.5,,,,,,,,,,,,,,,
1957-09,,,0.9,,,,,,,,,,,,,,,
1957-10,,,-0.0,,,,,,,,,,,,,,,
1957-11,,,1.0,,,,,,,,,,,,,,,
1957-12,,,0.3,,,,,,,,,,,,,,,
1958-01,,,1.9,,,,,,,,,,,,,,,
1958-02,,,0.5,,,,,,,,,,,,,,,
1958-03,,,-0.3,,,,,,,,,,,,,,,
1958-04,,,-0.4,,,,,,,,,,,,,,,
1958-05,,,0.5,,,,,,,,,,,,,,,
1958-06,,,-0.3,,,,,,,,,,,,,,,
1958-07,,,-0.4,,,,,,,,,,,,,,,
1958-08,,,-0.9,,,,,,,,,,,,,,,
1958-09,,,0.3,,,,,,,,,,,,,,,
1958-10,,,-0.1,,,,,,,,,,,,,,,
1958-11,,,0.4,,,,,,,,,,,,,,,
1958-12,,,0.6,,,,,,,,,,,,,,,
1959-01,,,0.9,,,,,,,,,,,,,,,
1959-02,,,1.4,,,,,,,,,,,,,,,
1959-03,,,-1.3,,,,,,,,,,,,,,,
1959-04,,,-0.4,,,,,,,,,,,,,,,
1959-05,,,-0.5,,,,,,,,,,,,,,,
1959-06,,,0.1,,,,,,,,,,,,,,,
1959-07,,,0.3,,,,,,,,,,,,,,,
1959-08,,,0.1,,,,,,,,,,,,,,,
1959-09,,,-0.0,,,,,,,,,,,,,,,
1959-10,,,-0.5,,,,,,,,,,,,,,,
1959-11,,,-0.9,,,,,,,,,,,,,,,
1959-12,,,-0.9,,,,,,,,,,,,,,,
1960-01,,,-0.1,940.0,700.0,0.29479954022064536,240.0,,,,,,,,,,,
1960-02,,,-0.1,950.0,690.0,0.319770387003282,260.0,,,,,,,,,,,
1960-03,,,-1.0,930.0,690.0,0.2984929885559966,240.0,,,,,,,,,,,
1960-04,,,-0.8,930.0,680.0,0.3130917879771493,250.0,,,,,,,,,,,
1960-05,,,-0.5,920.0,690.0,0.2876820724517817,230.0,,,,,,,,,,,
1960-06,,,-0.1,910.0,700.0,0.2623642644674913,210.0,,,,,,,,,,,
1960-07,,,-0.5,920.0,690.0,0.2876820724517817,230.0,,,,,,,,,,,
1960-08,,,-0.8,930.0,700.0,0.2841042511038969,230.0,,,,,,,,,,,
1960-09,,,-0.7,920.0,700.0,0.273293334999682,220.0,,,,,,,,,,,
1960-10,,,-0.1,920.0,710.0,0.259108700007725,210.0,,,,,,,,,,,
1960-11,,,-0.5,910.0,710.0,0.2481796294755343,200.0,,,,,,,,,,,
1960-12,,,-0.8,900.0,700.0,0.25131442828090655,200.0,,,,,,,,,,,
1961-01,,,0.3,910.0,680.0,0.2913518013407437,230.0,,,,,,,,,,,
1961-02,,,-0.9,920.0,680.0,0.3022808718729344,240.0,,,,,,,,,,,
1961-03,,,1.8,910.0,670.0,0.306166887125884,240.0,,,,,,,,,,,
1961-04,,,-0.8,900.0,660.0,0.31015492830383984,240.0,,,,,,,,,,,
1961-05,,,-0.3,890.0,660.0,0.29898162770571446,230.0,,,,,,,,,,,
1961-06,,,-0.1,890.0,670.0,0.2839437503411739,220.0,,,,,,,,,,,
1961-07,,,-0.2,890.0,670.0,0.2839437503411739,220.0,,,,,,,,,,,
1961-08,,,-0.2,890.0,670.0,0.2839437503411739,220.0,,,,,,,,,,,
1961-09,,,-0.1,890.0,670.0,0.2839437503411739,220.0,,,,,,,,,,,
1961-10,,,0.3,890.0,670.0,0.2839437503411739,220.0,,,,,,,,,,,
1961-11,,,-0.5,880.0,670.0,0.27264419508724025,210.0,,,,,,,,,,,
1961-12,,,-1.5,880.0,670.0,0.27264419508724025,210.0,,,,,,,,,,,
1962-01,,,-2.0,880.0,670.0,0.27264419508724025,210.0,,,,,,,,,,,
1962-02,,,0.3,880.0,670.0,0.27264419508724025,210.0,,,,,,,,,,,
1962-03,,,-0.1,860.0,670.0,0.2496546768625416,190.0,,,,,,,,,,,
1962-04,,,-0.2,850.0,670.0,0.23795863709935094,180.0,,,,,,,,,,,
1962-05,,,-1.1,830.0,670.0,0.21414798840563165,160.0,,,,,,,,,,,
1962-06,,,-0.7,800.0,670.0,0.17733401528291548,130.0,,,,,,,,,,,
1962-07,,,-0.1,810.0,680.0,0.17494144949633217,130.0,,,,,,,,,,,
1962-08,,,-0.6,820.0,680.0,0.1872115420881464,140.0,,,,,,,,,,,
1962-09,,,-0.4,830.0,690.0,0.18473410319933858,140.0,,,,,,,,,,,
1962-10,,,-1.0,810.0,690.0,0.16034265007517945,120.0,,,,,,,,,,,
1962-11,,,-0.3,810.0,690.0,0.16034265007517945,120.0,,,,,,,,,,,
1962-12,,,-0.2,820.0,720.0,0.13005312824819715,100.0,,,,,,,,,,,
1963-01,,,-1.0,830.0,650.0,0.24445333790096058,180.0,,,,,,,,,,,
1963-02,,,-0.6,800.0,610.0,0.27115277050056985,190.0,,,,,,,,,,,
1963-03,,,-1.1,810.0,620.0,0.26731476962734657,190.0,,,,,,,,,,,
1963-04,,,-0.8,810.0,620.0,0.26731476962734657,190.0,,,,,,,,,,,
1963-05,,,-0.4,800.0,610.0,0.27115277050056985,190.0,,,,,,,,,,,
1963-06,,,0.5,800.0,610.0,0.27115277050056985,190.0,,,,,,,,,,,
1963-07,,,0.1,810.0,620.0,0.26731476962734657,190.0,,,,,,,,,,,
1963-08,,,-0.0,800.0,610.0,0.27115277050056985,190.0,,,,,,,,,,,
1963-09,,,0.6,800.0,620.0,0.25489224962878954,180.0,,,,,,,,,,,
1963-10,,,1.2,800.0,630.0,0.23889190828234863,170.0,,,,,,,,,,,
1963-11,,,0.8,810.0,630.0,0.25131442828090567,180.0,,,,,,,,,,,
1963-12,,,1.2,800.0,650.0,0.2076393647782444,150.0,,,,,,,,,,,
1964-01,,,0.4,930.0,700.0,0.2841042511038969,230.0,,,,,,,,,,,
1964-02,,,-0.0,940.0,720.0,0.2666286632539485,220.0,,,,,,,,,,,
1964-03,,,-1.1,1040.0,780.0,0.2876820724517808,260.0,,,,,,,,,,,
1964-04,,,-1.1,1000.0,820.0,0.19845093872383845,180.0,,,,,,,,,,,
1964-05,,,-0.2,1020.0,830.0,0.2061322054876733,190.0,,,,,,,,,,,
1964-06,,,-0.8,1010.0,850.0,0.17246926035094212,160.0,,,,,,,,,,,
1964-07,,,-0.6,1020.0,820.0,0.21825356602001822,200.0,,,,,,,,,,,
1964-08,,,-1.5,1050.0,820.0,0.24724110289327061,230.0,,,,,,,,,,,
1964-09,,,-1.3,1040.0,790.0,0.274943046674351,250.0,,,,,,,,,,,
1964-10,,,-1.3,1040.0,770.0,0.30058547728768925,270.0,,,,,,,,,,,
1964-11,,,-0.2,1030.0,790.0,0.26528113576261436,240.0,,,,,,,,,,,
1964-12,,,0.3,1010.0,760.0,0.28438717655492773,250.0,,,,,,,,,,,
1965-01,,,0.4,1010.0,630.0,0.4719857904497262,380.0,,,,,,,,,,,
1965-02,,,-0.4,1040.0,640.0,0.485507815781701,400.0,,,,,,,,,,,
1965-03,,,-0.8,990.0,580.0,0.5346768395881707,410.0,,,,,,,,,,,
1965-04,,,0.5,970.0,550.0,0.5673777932709125,420.0,,,,,,,,,,,
1965-05,,,-0.2,960.0,490.0,0.6725278933572101,470.0,,,,,,,,,,,
1965-06,,,0.6,980.0,610.0,0.47409361449726006,370.0,,,,,,,,,,,
1965-07,,,1.8,980.0,720.0,0.3083013596545161,260.0,,,,,,,,,,,
1965-08,,,0.7,1000.0,790.0,0.23572233352106942,210.0,,,,,,,,,,,
1965-09,,,1.3,1000.0,780.0,0.24846135929849922,220.0,,,,,,,,,,,
1965-10,,,0.9,1010.0,810.0,0.22067136216882055,200.0,,,,,,,,,,,
1965-11,,,1.5,1030.0,760.0,0.3039956479433048,270.0,,,,,,,,,,,
1965-12,,,-0.2,1030.0,790.0,0.26528113576261436,240.0,,,,,,,,,,,
1966-01,,,1.3,1010.0,800.0,0.2330938821673776,210.0,,,,,,,,,,,
1966-02,,,0.2,970.0,760.0,0.24397763821705176,210.0,,,,,,,,,,,
1966-03,,,0.9,950.0,740.0,0.24981179839637147,210.0,,,,,,,,,,,
1966-04,,,0.2,950.0,760.0,0.2231435513142097,190.0,,,,,,,,,,,
1966-05,,,0.4,950.0,770.0,0.21007146974685753,180.0,,,,,,,,,,,
1966-06,,,-0.3,920.0,740.0,0.21772348384487117,180.0,,,,,,,,,,,
1966-07,,,-0.1,920.0,730.0,0.23132913590064952,190.0,,,,,,,,,,,
1966-08,,,-0.6,920.0,720.0,0.24512245803298516,200.0,,,,,,,,,,,
1966-09,,,0.2,900.0,700.0,0.25131442828090655,200.0,,,,,,,,,,,
1966-10,,,0.1,890.0,720.0,0.21197025071608433,170.0,,,,,,,,,,,
1966-11,,,0.0,890.0,720.0,0.21197025071608433,170.0,,,,,,,,,,,
1966-12,,,0.3,870.0,720.0,0.1892419996385284,150.0,,,,,,,,,,,
1967-01,,,-1.7,850.0,710.0,0.1799713794490012,140.0,,,,,,,,,,,
1967-02,,,-1.7,840.0,730.0,0.1403573576949224,110.0,,,,,,,,,,,
1967-03,,,-1.2,820.0,730.0,0.11625980611586151,90.0,,,,,,,,,,,
1967-04,,,0.0,850.0,750.0,0.12516314295400655,100.0,,,,,,,,,,,
1967-05,,,0.0,890.0,770.0,0.1448309478784564,120.0,,,,,,,,,,,
1967-06,,,-0.6,910.0,780.0,0.15415067982725805,130.0,,,,,,,,,,,
1967-07,,,-0.2,900.0,740.0,0.19574457712609572,160.0,,,,,,,,,,,
1967-08,,,-0.7,880.0,720.0,0.20067069546215066,160.0,,,,,,,,,,,
1967-09,,,-0.5,860.0,720.0,0.17768117723745203,140.0,,,,,,,,,,,
1967-10,,,-0.1,850.0,730.0,0.15219181534192572,120.0,,,,,,,,,,,
1967-11,,,0.4,870.0,750.0,0.14842000511827358,120.0,,,,,,,,,,,
1967-12,,,0.6,850.0,750.0,0.12516314295400655,100.0,,,,,,,,,,,
1968-01,,,-0.5,870.0,760.0,0.13517477836825265,110.0,,,,,,,,,,,
1968-02,,,-1.3,870.0,760.0,0.13517477836825265,110.0,,,,,,,,,,,
1968-03,,,-0.1,880.0,750.0,0.15984870094189585,130.0,,,,,,,,,,,
1968-04,,,-0.0,890.0,750.0,0.17114825619582952,140.0,,,,,,,,,,,
1968-05,,,-1.2,880.0,760.0,0.14660347419187492,120.0,,,,,,,,,,,
1968-06,,,-1.1,890.0,760.0,0.15790302944580858,130.0,,,,,,,,,,,
1968-07,,,-0.7,880.0,750.0,0.15984870094189585,130.0,,,,,,,,,,,
1968-08,,,-0.3,870.0,750.0,0.14842000511827358,120.0,,,,,,,,,,,
1968-09,,,0.3,850.0,750.0,0.12516314295400655,100.0,,,,,,,,,,,
1968-10,,,0.1,850.0,740.0,0.13858616328614737,110.0,,,,,,,,,,,
1968-11,,,0.3,850.0,720.0,0.16598513747426136,130.0,,,,,,,,,,,
1968-12,,,-0.2,830.0,710.0,0.15616073075528192,120.0,,,,,,,,,,,
1969-01,,,1.5,830.0,710.0,0.15616073075528192,120.0,,,,,,,,,,,
1969-02,,,0.5,840.0,710.0,0.1681369218019979,130.0,,,,,,,,,,,
1969-03,,,-0.4,830.0,690.0,0.18473410319933858,140.0,,,,,,,,,,,
1969-04,,,0.4,810.0,660.0,0.20479441264601306,150.0,,,,,,,,,,,
1969-05,,,0.2,810.0,650.0,0.22006188477680144,160.0,,,,,,,,,,,
1969-06,,,-0.2,800.0,680.0,0.16251892949777513,120.0,,,,,,,,,,,
1969-07,,,0.5,780.0,690.0,0.1226023220923329,90.0,,,,,,,,,,,
1969-08,,,0.1,810.0,720.0,0.11778303565638293,90.0,,,,,,,,,,,
1969-09,,,1.0,900.0,760.0,0.16907633004393396,140.0,,,,,,,,,,,
1969-10,,,0.9,1040.0,850.0,0.20173964265105582,190.0,,,,,,,,,,,
1969-11,,,0.1,1020.0,820.0,0.21825356602001822,200.0,,,,,,,,,,,
1969-12,,,-0.4,1050.0,830.0,0.2351197423609257,220.0,,,,,,,,,,,
1970-01,,,1.1,1140.0,860.0,0.2818511521409883,280.0,,,,,,,,,,,
1970-02,,,1.0,1150.0,850.0,0.3022808718729335,300.0,,,,,,,,,,,
1970-03,,,-0.6,1170.0,870.0,0.2962658161431726,300.0,,,,,,,,,,,
1970-04,,,0.1,1200.0,910.0,0.27663223626519606,290.0,,,,,,,,,,,
1970-05,,,-0.4,1220.0,940.0,0.2607262624632529,280.0,,,,,,,,,,,
1970-06,,,-1.0,1210.0,930.0,0.26319105244348506,280.0,,,,,,,,,,,
1970-07,,,0.4,1210.0,940.0,0.2524957633267366,270.0,,,,,,,,,,,
1970-08,,,-0.6,1180.0,940.0,0.22738984219566039,240.0,,,,,,,,,,,
1970-09,,,-1.2,1160.0,940.0,0.21029540883636066,220.0,,,,,,,,,,,
1970-10,,,-1.0,1120.0,940.0,0.17520408902509033,180.0,,,,,,,,,,,
1970-11,,,-1.6,1030.0,920.0,0.11294041118059539,110.0,,,,,,,,,,,
1970-12,,,-1.9,980.0,920.0,0.06317890162153095,60.0,,,,,,,,,,,
1971-01,,,-0.4,1000.0,930.0,0.07257069283483553,70.0,,,,,,,,,,,
1971-02,,,-2.0,980.0,930.0,0.05236798551731603,50.0,,,,,,,,,,,
1971-03,,,-2.3,1010.0,940.0,0.07182573457125496,70.0,,,,,,,,,,,
1971-04,,,-1.7,990.0,940.0,0.05182506786458596,50.0,,,,,,,,,,,
1971-05,,,-0.9,1020.0,940.0,0.08167803101426685,80.0,,,,,,,,,,,
1971-06,,,-0.4,1000.0,930.0,0.07257069283483553,70.0,,,,,,,,,,,
1971-07,,,-0.2,990.0,930.0,0.0625203569813344,60.0,,,,,,,,,,,
1971-08,,,-1.5,1010.0,930.0,0.0825210236880034,80.0,,,,,,,,,,,
1971-09,,,-1.4,960.0,920.0,0.04255961441879563,40.0,,,,,,,,,,,
1971-10,,,-1.7,940.0,920.0,0.02150620522096336,20.0,,,,,,,,,,,
1971-11,,,-0.5,970.0,930.0,0.04211148535012743,40.0,,,,,,,,,,,
1971-12,,,-0.3,1020.0,940.0,0.08167803101426685,80.0,,,,,,,,,,,
1972-01,,,-0.5,990.0,930.0,0.0625203569813344,60.0,,,,,,,,,,,
1972-02,,,-1.1,1000.0,930.0,0.07257069283483553,70.0,,,,,,,,,,,
1972-03,,,-0.6,1020.0,950.0,0.07109592168372991,70.0,,,,,,,,,,,
1972-04,,,0.1,1010.0,960.0,0.05077232537342269,50.0,,,,,,,,,,,
1972-05,,,1.6,1040.0,960.0,0.08004270767353638,80.0,,,,,,,,,,,
1972-06,,,0.5,1070.0,960.0,0.10848064299406968,110.0,,,,,,,,,,,
1972-07,,,1.4,1240.0,1040.0,0.17589066646366458,200.0,,,,,,,,,,,
1972-08,,,0.5,1200.0,1040.0,0.14310084364067333,160.0,,,,,,,,,,,
1972-09,,,1.4,1170.0,1030.0,0.12744494656812044,140.0,,,,,,,,,,,
1972-10,,,0.9,1180.0,1040.0,0.12629372532429173,140.0,,,,,,,,,,,
1972-11,,,0.3,1190.0,1040.0,0.13473259397015624,150.0,,,,,,,,,,,
1972-12,,,1.3,1220.0,1050.0,0.15006069457573368,170.0,,,,,,,,,,,
1973-01,,,0.3,1280.0,1050.0,0.19806991376209382,230.0,,,,,,,,,,,
1973-02,,,1.4,1450.0,1090.0,0.28538586019143075,360.0,,,,,,,,,,,
1973-03,,,-0.7,1420.0,1110.0,0.24629685628892695,310.0,,,,,,,,,,,
1973-04,,,-0.1,1290.0,1080.0,0.17768117723745203,210.0,,,,,,,,,,,
1973-05,,,-0.4,1420.0,1070.0,0.2829982231393551,350.0,,,,,,,,,,,
1973-06,,,-1.1,1410.0,1080.0,0.2666286632539485,330.0,,,,,,,,,,,
1973-07,,,-0.6,1360.0,1060.0,0.24921579162398455,300.0,,,,,,,,,,,
1973-08,,,-1.3,1330.0,1040.0,0.24595822908038123,290.0,,,,,,,,,,,
1973-09,,,-1.2,1330.0,1100.0,0.18986876242933803,230.0,,,,,,,,,,,
1973-10,,,-0.8,1380.0,1150.0,0.182321556793954,230.0,,,,,,,,,,,
1973-11,,,-2.6,1390.0,1170.0,0.1722999983329352,220.0,,,,,,,,,,,
1973-12,,,-1.8,1420.0,1190.0,0.17670356448973212,230.0,,,,,,,,,,,
1974-01,,,-2.4,1530.0,1230.0,0.21825356602001822,300.0,,,,,,,,,,,
1974-02,,,-2.1,1650.0,1330.0,0.21559634567882657,320.0,,,,,,,,,,,
1974-03,,,-2.4,1580.0,1380.0,0.1353413478697627,200.0,,,,,,,,,,,
1974-04,,,-0.9,1550.0,1410.0,0.09466522654107834,140.0,,,,,,,,,,,
1974-05,,,-1.0,1570.0,1420.0,0.10041874774704684,150.0,,,,,,,,,,,
1974-06,,,-0.4,1590.0,1360.0,0.15624931648418006,230.0,,,,,,,,,,,
1974-07,,,-1.1,1520.0,1300.0,0.15634607039069426,220.0,,,,,,,,,,,
1974-08,,,-0.8,1380.0,1230.0,0.11506932978478712,150.0,,,,,,,,,,,
1974-09,,,-1.1,1200.0,1190.0,0.00836824967051708,10.0,,,,,,,,,,,
1974-10,,,-0.9,1250.0,1210.0,0.03252319170556017,40.0,,,,,,,,,,,
1974-11,,,0.1,1310.0,1230.0,0.06301296782873411,80.0,,,,,,,,,,,
1974-12,,,-0.2,1300.0,1220.0,0.06351340572232544,80.0,,,,,,,,,,,
1975-01,,,0.5,1230.0,1200.0,0.024692612590371255,30.0,,,,,,,,,,,
1975-02,,,-0.8,1180.0,1150.0,0.025752496102414035,30.0,,,,,,,,,,,
1975-03,,,-1.6,1100.0,1090.0,0.009132483563272231,10.0,,,,,,,,,,,
1975-04,,,-1.2,1050.0,1080.0,-0.028170876966696845,-30.0,,,,,,,,,,,
1975-05,,,-0.6,1120.0,1050.0,0.06453852113757108,70.0,,,,,,,,,,,
1975-06,,,-1.3,1230.0,1090.0,0.12083647314327361,140.0,,,,,,,,,,,
1975-07,,,-1.9,1450.0,1290.0,0.11692133805890226,160.0,,,,,,,,,,,
1975-08,,,-2.0,1840.0,1700.0,0.0791373205587238,140.0,,,,,,,,,,,
1975-09,,,-2.1,1780.0,1680.0,0.05781957088882628,100.0,,,,,,,,,,,
1975-10,,,-1.7,1770.0,1610.0,0.09474536758936569,160.0,,,,,,,,,,,
1975-11,,,-1.2,1710.0,1570.0,0.08541775115435168,140.0,,,,,,,,,,,
1975-12,,,-2.1,1840.0,1630.0,0.12118555680222265,210.0,,,,,,,,,,,
1976-01,,,-1.4,2050.0,1740.0,0.16395467992387847,310.0,,,,,,,,,,,
1976-02,,,-1.7,2190.0,1820.0,0.1850650427397058,370.0,,,,,,,,,,,
1976-03,,,-1.7,2200.0,1820.0,0.18962085927556593,380.0,,,,,,,,,,,
1976-04,,,-0.3,2700.0,2380.0,0.1261512853269,320.0,,,,,,,,,,,
1976-05,,,-0.4,2990.0,2680.0,0.10945659287983034,310.0,,,,,,,,,,,
1976-06,,,-0.3,3300.0,2870.0,0.13961043870090517,430.0,,,,,,,,,,,
1976-07,,,0.9,3030.0,2780.0,0.0861116918187319,250.0,,,,,,,,,,,
1976-08,,,0.8,3380.0,2920.0,0.14629209321473713,460.0,,,,,,,,,,,
1976-09,,,1.1,3510.0,3020.0,0.15035920609099662,490.0,,,,,,,,,,,
1976-10,,,-0.4,3820.0,3350.0,0.13129007678150906,470.0,,,,,,,,,,,
1976-11,,,-0.7,4030.0000000000005,3890.0,0.035357218328236684,140.00000000000045,,,,,,,,,,,
1976-12,,,0.3,4570.0,4500.0,0.01543580812983869,70.0,,,,,,,,,,,
1977-01,,,0.4,4830.0,4770.0,0.012500162764231604,60.0,,,,,,,,,,,
1977-02,,,-1.2,5410.0,5430.0,-0.0036900410874540768,-20.0,,,,,,,,,,,
1977-03,,,0.5,6710.0,6750.0,-0.0059435539008472205,-40.0,,,,,,,,,,,
1977-04,,,0.4,7000.0,6880.0,0.017291497110061727,120.0,,,,,,,,,,,
1977-05,,,0.5,6290.0,5940.0,0.057251937337795766,350.0,,,,,,,,,,,
1977-06,,,0.9,5780.0,4940.0,0.157038351484454,840.0,,,,,,,,,,,
1977-07,,,1.1,4850.0,4330.0,0.11341116293499454,520.0,,,,,,,,,,,
1977-08,,,0.8,4400.0,4480.0,-0.018018505502677584,-80.0,,,,,,,,,,,
1977-09,,,0.8,4180.0,4440.0,-0.06034312990746926,-260.0,,,,,,,,,,,
1977-10,,,1.0,3770.0,3830.0,-0.015789801732635667,-60.0,,,,,,,,,,,
1977-11,,,1.3,4350.0,3680.0,0.16726309291975383,670.0,,,,,,,,,,,
1977-12,,,1.1,4470.0,3720.0,0.18366474034042213,750.0,,,,,,,,,,,
1978-01,,,0.3,4550.0,3900.0,0.15415067982725894,650.0,,,,,,,,,,,
1978-02,,,2.7,4360.0,3850.0,0.12439890906124873,510.0,,,,,,,,,,,
1978-03,,,0.2,3860.0,3480.0,0.1036348896903565,380.0,,,,,,,,,,,
1978-04,,,0.3,3940.0,3190.0,0.21115980651308952,750.0,,,,,,,,,,,
1978-05,,,-1.4,3740.0,3000.0,0.2204733227583322,740.0,,,,,,,,,,,
1978-06,,,-0.7,3710.0,3330.0,0.10805957262699195,380.0,,,,,,,,,,,
1978-07,,,-0.6,2950.0,2790.0,0.05576357451845393,160.0,,,,,,,,,,,
1978-08,,,-0.4,3050.0,2830.0,0.07486487896417326,220.0,,,,,,,,,,,
1978-09,,,-0.1,3420.0,3240.0,0.05406722127027486,180.0,,,,,,,,,,,
1978-10,,,0.4,3400.0,3310.0,0.026827242233144588,90.0,,,,,,,,,,,
1978-11,,,0.0,3220.0,3180.0,0.012500162764231604,40.0,,,,,,,,,,,
1978-12,,,0.1,2890.0,2910.0,-0.006896579059059604,-20.0,,,,,,,,,,,
1979-01,,,0.4,2830.0,2940.0,-0.038132869695443716,-110.0,,,,,,,,,,,
1979-02,,,-1.0,2710.0,2920.0,-0.07463498138858071,-210.0,,,,,,,,,,,
1979-03,,,-0.1,2870.0,2980.0,-0.037611270745784076,-110.0,,,,,,,,,,,
1979-04,,,0.1,3060.0,3130.0,-0.022618088587773144,-70.0,,,,,,,,,,,
1979-05,,,-0.5,3300.0,3260.0,0.01219527309381796,40.0,,,,,,,,,,,
1979-06,,,-0.6,4260.0,4160.0,0.023754086008107578,100.0,,,,,,,,,,,
1979-07,,,-1.3,4490.0,4320.0,0.03859729949814472,170.0,,,,,,,,,,,
1979-08,,,0.2,4350.0,4010.0,0.08138460378211576,340.0,,,,,,,,,,,
1979-09,,,-0.1,4570.0,4230.0,0.07731121184792578,340.0,,,,,,,,,,,
1979-10,,,0.1,4620.0,4059.9999999999995,0.1292117314800052,560.0000000000005,,,,,,,,,,,
1979-11,,,0.4,4560.0,3910.0,0.15378524952902062,650.0,,,,,,,,,,,
1979-12,,,0.7,4280.0,3900.0,0.09297645645810526,380.0,,,,,,,,,,,
2026-09,,,,,,,,,,,,,,,,,,
