,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,pre_level,pre_trend
1963-07,0.0,0.0038380008732232795,-0.012422519998557036,-0.02842286134499794,-0.016000341346440905,-0.059675404849102165,0.01678948147655035,-0.0006861063733980544,0.02036730282443422,-0.06886383090350812,-0.06118256413967327,-0.09484550927640445,-0.04906120360732835,-0.020073666734075957,0.007628277047004417,0.03327070766034268,-0.0020336338647322094,0.017072406927581163,0.20467102082237965,0.21819304615435442,0.2673620699608241,0.30006302364356596,0.4052131237298635,0.2067788448699135,0.040986590027169534,0.2698734368761621,0.0
1965-06,0.0,-0.16579225484274396,-0.23837128097619065,-0.22563225519876084,-0.2534222523284395,-0.17009796655395526,-0.2088124787346457,-0.24099973232988248,-0.2301159762802083,-0.2242818161008886,-0.25095006318305035,-0.26402214475040253,-0.2563701306523889,-0.24276447859661054,-0.2289711564642749,-0.2227791862163535,-0.26212336378117573,-0.26212336378117573,-0.28485161485873167,-0.29412223504825885,-0.33373625680233765,-0.35783380838139855,-0.3489304715432535,-0.32926266661880366,-0.319942934670002,0.5915275087387645,-0.06058322509091063
1968-10,0.0,0.02739897418811399,0.01757456746913455,0.01757456746913455,0.02955075851585054,0.046147939913191216,0.06620824935986569,0.08147572149065407,0.023932766211627765,-0.015983841193814463,-0.02080312762976444,0.030490166757786596,0.06315347936490845,0.07966740273387085,0.09653357907477833,0.14326498885484096,0.16369470858678614,0.15767965285702523,0.1380460729790487,0.12214009917710555,0.1246048891573377,0.11390960004058925,0.08880367890951302,0.0717092455502133,0.03661792573894296,0.14447728300472532,-0.02126253765574848
1972-06,0.0,0.0674100234695949,0.03462020064660365,0.018964303574050767,0.017813082330222052,0.02625195097608657,0.041580051581664,0.08958927076802414,0.17690521719736108,0.13781621329485727,0.06920053424338235,0.1745175801452854,0.15814802025987884,0.14073514862991487,0.13747758608631155,0.08138811943526836,0.07384091379988433,0.06381935533886551,0.06822292149566245,0.10977292302594854,0.1071157026847569,0.02686070487569303,-0.013815416452991336,-0.008061895247022832,0.04776867349011038,0.06730365157689633,0.037384721310339764
1976-09,0.0,-0.019069129309487565,-0.11500198776275994,-0.13492339796115793,-0.13785904332676502,-0.1540492471784507,-0.15630275999184384,-0.1330677089809349,-0.09310726875320086,0.006679145393457375,-0.036948043156002086,-0.1683777115936742,-0.21070233599846588,-0.1661490078236323,0.01690388682875721,0.033305534249425506,0.0037914737362623185,-0.025960297029747892,-0.04672431640064012,0.0608006004220929,0.07011411666733558,-0.04229963346400467,-0.0945956315725427,-0.07549432712682336,-0.09629198482072177,0.1240047412447914,0.010748767390091452
1977-10,0.0,0.1830528946523895,0.1994545420730578,0.1699404815598946,0.1401887107938844,0.11942469142299217,0.2269496082457252,0.23626312449096787,0.12384937435962762,0.0715533762510896,0.09065468069680893,0.06985702300291052,0.042617043965780255,0.02828996449686727,0.008893222673576062,-0.02234306796280805,-0.058845179655945046,-0.02182146901314841,-0.006828286855137478,0.027985074826453626,0.039543887740743244,0.05438710123078039,0.09717440551475143,0.09310101358056144,0.14500153321264087,0.011683175841615897,-0.1292009646676302
1982-05,0.0,0.04053906906922311,0.019295237243293073,-0.020314969742281974,-0.06540163538938337,-0.1046429407752747,-0.15878677954935672,-0.23256210869034177,-0.2416760584618789,-0.24058455389653588,-0.2512349692380287,-0.2548647372886075,-0.24474234520768778,-0.22576233320740524,-0.21867010489791294,-0.20812519172129829,-0.20234475388848594,-0.20729709483535785,-0.17168525403873414,-0.18690746234933897,-0.2056580116947142,-0.21361810566672101,-0.21145470706389613,-0.19600160668723543,-0.25992112440052306,0.2826991375601793,-0.015129353543854585
1986-09,0.0,-0.019648537173107883,-0.1005555420882196,-0.11088539158979671,-0.1135556201456751,-0.10746190313827508,-0.13945317270935131,-0.13700839890441419,-0.09210716044558875,-0.1264378045972805,-0.12238921607128095,-0.11933444607632371,-0.08980027310272565,-0.0550883653561014,-0.0091026972798538,0.011942817108421266,0.027909900154266865,0.09746499054658297,0.12471843338036148,0.15262722149743801,0.19296954010758505,0.23312883650827398,0.31186445913077776,0.2859001827986454,0.23086390213225982,0.3030791717038592,-0.14784910482711577
1991-06,0.0,-0.0268112574506576,-0.038739828315931035,-0.013810445273406025,-0.08121335087465908,-0.19861255357043284,-0.24308791201010305,-0.23111172096338795,-0.1625917745266312,-0.13644649442230872,-0.1707025931678272,-0.15757763691723792,-0.17576162588022193,-0.2388938614054421,-0.3287501905273027,-0.3742125646040604,-0.298632921838883,-0.29332490546496004,-0.21927726331638464,-0.24086789590875224,-0.27702142226746496,-0.3100549233035066,-0.37966641528652456,-0.34156871652769727,-0.34405213214398334,0.6062209059152966,0.036088478994310336
1994-10,0.0,0.0020721817119557784,0.08908355870158591,0.09909996739447369,0.056705173860124525,0.03304418095836503,0.011632965051173727,0.01863379051706815,0.009089754370602776,0.021673535231991004,-0.010254805028309555,-0.02079329744618441,-0.05291671188266989,-0.05058584432775959,-0.04150734853241467,0.03508270984695816,0.0733336066145105,0.11136045748195489,0.13366621499625264,0.17536578745786624,0.20317494927514446,0.28293991774400684,0.2890166550154154,0.2946595911851908,0.35790525665189854,0.22992862098146993,-0.11455395707509375
